speed(m/s),Acceleration(m/s2),Speed(mph),road_grade(rad),VSP_est,soc_simulation,fuel_est,elec_est
28.133739989299997,0.0,62.93348833166474,0.0,8564.057793553973,0.1,242052.87743670947,-48653.444734500794
28.0385399893,-0.0951999999999984,62.72053164366474,0.0,5826.142966691051,0.1,235378.19671884406,-49259.23178856431
28.026970822600003,-0.011569166699995748,62.694652111906855,0.0,8162.847891648042,0.1,240648.7890903304,-48676.35031571035
27.985449989299997,-0.04152083330000522,62.601772499064744,0.0,7295.321848891524,0.1,238717.75008455606,-48957.61425014174
27.9125552671,-0.07289472219999737,62.43871137918668,0.0,6370.493834283992,0.1,236338.9374847315,-49100.7286365834
27.865062211599998,-0.04749305550000216,62.3324722636165,0.0,7047.934499701471,0.1,237626.15499830106,-48875.19275443166
27.8462938783,-0.01876833329999883,62.29048862812441,0.0,7835.356668497024,0.1,239202.3099017182,-48595.79971245412
27.7862272116,-0.06006666669999916,62.156123098716506,0.0,6646.347336133836,0.1,236712.44896979374,-48973.11985303433
27.7751202672,-0.011106944400001595,62.13127753051037,0.0,7999.014298901171,0.1,239657.39782616493,-48558.91278182063
27.776457489400002,0.0013372222000036516,62.13426881633845,0.0,8345.600621540867,0.1,240822.18240709236,-48530.616944265654
27.749436656100002,-0.027020833299999936,62.073824833496346,0.0,7539.53752025301,0.1,238566.68142934144,-48709.353587919446
27.7743933227,0.024956666599997845,62.12965139928054,0.0,9000.152885807991,0.1,243252.09749400828,-48514.23281635878
27.8823472116,0.10795388889999913,62.37113777151651,0.0,11393.644129543658,0.1,,-48331.08273010463
28.040447211500002,0.15809999990000279,62.72479798529282,0.0,12929.97805537318,0.1,,-48311.3188089062
28.2414224892,0.20097527769999957,63.174367622991056,0.0,14318.007039395094,0.1,265942.0426287127,-48429.692660167
28.382973044699998,0.14155055549999673,63.491007722611215,0.0,12763.26695609135,0.1,,-48756.27886160334
28.5627577669,0.17978472220000086,63.89317535908929,0.0,14013.46378215925,0.1,265228.83121888933,-48667.169010377904
28.760539155700002,0.19778138880000284,64.33560045895156,0.0,14714.218515443941,0.1,268538.0965919589,-48646.44777288229
28.927796655599998,0.16725749989999628,64.70974545077786,0.0,13990.487817100102,0.1,265786.04323811084,-48878.47106782495
29.0760041556,0.1482075000000016,65.04127673582786,0.0,13574.228522453004,0.1,264161.70698925236,-48989.78668750417
29.2315716555,0.15556749990000185,65.38927189905418,0.0,13931.942907163024,0.1,265666.1936001606,-48928.92719681801
29.481228599899996,0.24965694439999453,65.9477395042603,0.0,16938.733739926054,0.1,279555.72479753685,-48695.36659125092
29.5028685998,0.021639999900003204,65.99614688563662,0.0,10233.93807381447,0.1,252135.39255596924,-49687.81566604601
29.6213360998,0.11846750000000128,66.26115157508661,0.0,13197.862925362386,0.1,,-49206.26051735154
29.644061099800002,0.022725000000001216,66.31198603658662,0.0,10380.310052828143,0.1,252038.38053996334,-49472.92401739768
29.7617277664,0.11766666659999814,66.57519930977082,0.0,13301.939813479665,0.1,,-48997.38246242624
29.722188321999997,-0.039539444400002566,66.48675194501467,0.0,8593.346142043016,0.1,245878.71210261522,-49751.583072615955
29.7934702664,0.07128194440000257,66.64620537772082,0.0,11948.998319378761,0.1,,-49197.86650403121
29.7978463775,0.004376111100000912,66.65599447568485,0.0,9959.150046048935,0.1,250254.14203647486,-49462.35080873149
29.893786099699998,0.09593972219999714,66.87060587786291,0.0,12773.476795130535,0.1,,-49087.8241466754
29.926391099699998,0.03260500000000022,66.94354130656292,0.0,10907.396198707052,0.1,,-49428.963593521694
29.9660513775,0.03966027780000303,67.03225896838485,0.0,11152.008191627065,0.1,,-49425.96490960731
30.0190141552,0.052962777699999464,67.15073352433309,0.0,11596.149545207196,0.1,,-49288.01937771351
30.0696352663,0.050621111099999894,67.26396991259713,0.0,11569.36313600876,0.1,,-49316.106160057476
30.0856080441,0.015972777799998283,67.29970005816905,0.0,10540.699949756841,0.1,,-49482.12829932967
30.211902210700003,0.1262941666000046,67.58221253120327,0.0,13978.502399257111,0.1,266579.3978291546,-49147.87846751823
30.225857488499997,0.013955277799993837,67.61342965032519,0.0,10596.126565346907,0.1,,-49659.83587171556
30.6181463772,0.39228888870000134,68.49095635701377,0.0,22509.682695271465,0.1,306712.30420442834,-48309.707318990266
30.9136241548,0.29547777760000216,69.15192241683832,0.0,19881.79261576746,0.1,294795.2303172821,-48819.56275134098
31.203724436799998,0.2901002819999974,69.8008593416554,0.0,20048.19867425109,0.1,296273.052566495,-49028.46360296033
31.5062570029,0.3025325661000018,70.47760654006713,0.0,20791.09283355565,0.1,299669.6268536252,-48898.597145390624
31.7557927656,0.249535762699999,71.03580306908127,0.0,19404.249144670608,0.1,293395.86680425546,-49159.22852345114
31.9063588767,0.15056611110000162,71.3726104256453,0.0,16418.64526648633,0.1,279856.5082387348,-49598.232447859744
31.9931241545,0.08676527779999788,71.56669914616724,0.0,14468.581663574027,0.1,271085.4057078054,-49834.86881234257
32.0625177656,0.06939361110000064,71.72192849058126,0.0,13980.32094360321,0.1,268649.80122970184,-49800.93924061901
32.1004888766,0.03797111099999739,71.8068675876216,0.0,13008.68578028848,0.1,,-49788.799995828194
32.1419588766,0.04147000000000389,71.8996334894216,0.0,13160.380766853881,0.1,,-49751.89613291322
32.1626344322,0.02067555560000045,71.94588346676548,0.0,12511.24136256037,0.1,,-49817.10656086635
32.133021932199995,-0.029612500000006037,71.87964208101546,0.0,10867.791754655796,0.1,,-50041.75559483036
32.1515083211,0.01848638890000842,71.92099502380145,0.0,12430.502945433878,0.1,,-49766.64159226038
32.1408419322,-0.01066638890000604,71.89713495181546,0.0,11483.611596825072,0.1,,-49914.0446470847
32.1542188766,0.013376944400000923,71.92705837382161,0.0,12268.728560067157,0.1,,-49802.34955753493
32.1145649877,-0.039653888899998435,71.83835500358565,0.0,10529.100265761143,0.1,,-50045.331699427916
32.0867538767,-0.027811110999998334,71.7761432169453,0.0,10884.972121921297,0.1,,-49983.591645943125
31.8842994323,-0.2024544444000007,71.32326477208917,0.0,5139.723292946898,0.1,238955.1565850142,-50719.051563879504
31.939472487800003,0.05517305550000273,71.44668358685935,0.0,13406.57506786423,0.1,,-49474.730401459296
31.9243430434,-0.015129444400002967,71.4128399275032,0.0,11147.780876158275,0.1,,-49846.607681586785
31.879681376700002,-0.04466166669999794,71.31293445879531,0.0,10166.90230433161,0.1,253221.5131894379,-50100.58996267165
31.8012299879,-0.07845138880000135,71.13744340913303,0.0,9025.690539060806,0.1,248777.69824107323,-50128.92709276605
31.7744063767,-0.026823611200001096,71.0774406002953,0.0,10644.316911339401,0.15420346784009772,,-36244.984944800635
31.632118321300002,-0.14228805539999811,70.75915075764883,0.0,6869.4496011495885,0.15420346784009772,192154.51857340848,-37071.18150457929
31.6094969324,-0.02262138890000287,70.70854806796285,0.0,10635.282812157655,0.15420346784009772,,-36170.486855911055
31.5528297102,-0.05666722219999798,70.5817868919348,0.0,9512.359176362324,0.15420346784009772,200354.33751613862,-36377.73694337943
31.546537488000002,-0.006292222199999031,70.56771156840674,0.0,11096.334356705007,0.15420346784009772,,-36141.49565820832
31.5186902658,-0.02784722220000191,70.50541900317866,0.0,10392.637024890155,0.15420346784009772,203915.72236670437,-36274.59698896875
31.481687765700002,-0.03700250009999806,70.42264663060497,0.0,10072.96414296006,0.15420346784009772,202689.27399838791,-36337.77831177079
31.5666580435,0.08497027779999655,70.6127200438269,0.0,13994.776082483528,0.15420346784009772,218828.32521713863,-35822.313729999456
31.5802022101,0.013544166600002683,70.6430175318611,0.0,11752.2126259054,0.15420346784009772,,-36156.38313551443
31.566984432399998,-0.013217777700003097,70.61345015621286,0.0,10895.590544434046,0.15420346784009772,,-36325.58650346833
31.5387810991,-0.02820333329999869,70.55036099182075,0.0,10398.509145260907,0.15420346784009772,204092.91791935265,-36321.396177118826
31.548902765700003,0.010121666600003465,70.57300255270496,0.0,11616.241270668559,0.15420346784009772,,-36083.670842363936
31.5757813768,0.026878611099995453,70.63312839301899,0.0,12169.301112776486,0.15420346784009772,,-36009.53573179106
31.4108677658,-0.16491361099999935,70.26422654002866,0.0,5995.8065730980215,0.15420346784009772,189610.2167808519,-37224.561216939466
31.499824432399997,0.0889566665999979,70.46321726581286,0.0,14055.896227166868,0.15420346784009772,218814.505985627,-35720.5615567147
31.4457977657,-0.054026666699996895,70.34236285400496,0.0,9507.513751019373,0.15420346784009772,200679.6682115856,-36483.863905590566
31.6177983213,0.17200055560000038,70.72711777684883,0.0,16795.9447844849,0.15420346784009772,231579.67116044738,-35465.91193098517
31.6322516546,0.014453333300000537,70.75944901624094,0.0,11827.631570877362,0.15420346784009772,,-36247.68400681134
31.5825758213,-0.04967583330000025,70.64832715769883,0.0,9757.68715837109,0.15420346784009772,202224.5376435037,-36623.39998603595
31.584750265700002,0.002174444400001363,70.65319125935497,0.0,11397.17467112723,0.15420346784009772,,-36128.93205237957
31.5370219324,-0.04772833330000381,70.54642584146286,0.0,9781.25104971841,0.15420346784009772,201635.2521930712,-36410.34017653727
31.584648599,0.04762666660000292,70.65296383704707,0.0,12832.677259954284,0.15420346784009772,,-35904.83524121678
31.570142210100002,-0.014506388899999223,70.6205139154611,0.0,10857.649429812069,0.15420346784009772,,-36268.54405979728
31.578598043499998,0.008455833399995782,70.63942910742689,0.0,11590.094223520291,0.15420346784009772,,-36153.50892120814
31.601524432399998,0.022926388900000205,70.69071406381286,0.0,12067.803650601076,0.15420346784009772,,-36037.94488558439
31.5931574879,-0.008366944499996976,70.67199771098304,0.0,11071.57296556869,0.15420346784009772,,-36225.437468362994
31.5755991546,-0.017558333300002005,70.63272077289092,0.0,10766.012455070648,0.15420346784009772,,-36273.38964210848
31.6492377657,0.07363861110000158,70.79744592760497,0.0,13716.071695549821,0.15420346784009772,217673.03252870953,-35888.590765343186
31.5812555435,-0.06798222220000127,70.6453737754769,0.0,9178.449869470393,0.15420346784009772,199679.43179216003,-36610.92950949918
31.636163876799998,0.054908333299998446,70.768200422569,0.0,13110.988582406148,0.15420346784009772,,-35889.97034043227
31.6283077657,-0.007856111099997065,70.75062677340496,0.0,11118.477888544636,0.15420346784009772,,-36231.81098751756
31.590788043499998,-0.03751972220000255,70.66669740602688,0.0,10148.543202347895,0.15420346784009772,203315.4293192248,-36427.35696068182
31.5228313769,-0.0679566665999971,70.51468242024269,0.0,9131.797522285733,0.15420346784009772,199137.19035057092,-36506.34550061978
31.5676244324,0.04479305549999779,70.61488179781286,0.0,12727.410134324666,0.15420346784009772,,-35903.94832091837
31.4337772102,-0.1338472222,70.3154735925848,0.0,6988.585441341603,0.15420346784009772,192677.10173787439,-37095.87992878228
31.3770547102,-0.05672249999999934,70.1885887634348,0.0,9366.59466352784,0.15420346784009772,199994.0245541083,-36460.572837706786
31.2564108214,-0.1206438888000001,69.91871562282252,0.0,7270.655097665068,0.15420346784009772,192969.59531301752,-36872.342670092636
