speed(m/s),Acceleration(m/s2),Speed(mph),road_grade(rad),VSP_est,soc_simulation,fuel_est,elec_est
28.133739989299997,0.0,62.93348833166474,0.0,8564.057793553973,0.35,12643.461226678748,16320.320201718114
28.0385399893,-0.0951999999999984,62.72053164366474,0.0,5826.142966691051,0.35,8479.719844044559,12381.135867830582
28.026970822600003,-0.011569166699995748,62.694652111906855,0.0,8162.847891648042,0.35,11797.21672598716,15831.268533548668
27.985449989299997,-0.04152083330000522,62.601772499064744,0.0,7295.321848891524,0.35,10603.354925593858,14557.635647850439
27.9125552671,-0.07289472219999737,62.43871137918668,0.0,6370.493834283992,0.35,9141.973966858648,13238.000345944934
27.865062211599998,-0.04749305550000216,62.3324722636165,0.0,7047.934499701471,0.35,9985.84298049629,14315.126726530065
27.8462938783,-0.01876833329999883,62.29048862812441,0.0,7835.356668497024,0.35,10950.854228500268,15517.10540226936
27.7862272116,-0.06006666669999916,62.156123098716506,0.0,6646.347336133836,0.35,9418.745356907079,13707.463926332519
27.7751202672,-0.011106944400001595,62.13127753051037,0.0,7999.014298901171,0.35,11221.1374360224,15752.590864184198
27.776457489400002,0.0013372222000036516,62.13426881633845,0.0,8345.600621540867,0.35,11904.91709167663,16196.894956761314
27.749436656100002,-0.027020833299999936,62.073824833496346,0.0,7539.53752025301,0.35,10557.031805519335,15044.991749805147
27.7743933227,0.024956666599997845,62.12965139928054,0.0,9000.152885807991,0.35,13351.118413181111,16967.58479155193
27.8823472116,0.10795388889999913,62.37113777151651,0.0,11393.644129543658,0.35,,19629.059630724056
28.040447211500002,0.15809999990000279,62.72479798529282,0.0,12929.97805537318,0.35,,20912.1793310049
28.2414224892,0.20097527769999957,63.174367622991056,0.0,14318.007039395094,0.35,28583.880857418953,21706.743728786038
28.382973044699998,0.14155055549999673,63.491007722611215,0.0,12763.26695609135,0.35,,19892.698589469706
28.5627577669,0.17978472220000086,63.89317535908929,0.0,14013.46378215925,0.35,28590.618135118086,20970.662710825403
28.760539155700002,0.19778138880000284,64.33560045895156,0.0,14714.218515443941,0.35,31125.268998998115,21385.650370270643
28.927796655599998,0.16725749989999628,64.70974545077786,0.0,13990.487817100102,0.35,29548.719718641085,20432.69536788641
29.0760041556,0.1482075000000016,65.04127673582786,0.0,13574.228522453004,0.35,28531.74953474041,19941.35630297271
