speed(m/s),Acceleration(m/s2),Speed(mph),road_grade(rad),VSP_est,soc_simulation,fuel_est,elec_est
28.133739989299997,0.0,62.93348833166474,0.0,8564.057793553973,0.25,106602.79913808792,-11996.39831072093
28.0385399893,-0.0951999999999984,62.72053164366474,0.0,5826.142966691051,0.25,96790.54482285595,-13008.157324677653
28.026970822600003,-0.011569166699995748,62.694652111906855,0.0,8162.847891648042,0.25,104917.03006376917,-12091.582724127427
27.985449989299997,-0.04152083330000522,62.601772499064744,0.0,7295.321848891524,0.25,102179.12622994569,-12514.756802516262
27.9125552671,-0.07289472219999737,62.43871137918668,0.0,6370.493834283992,0.25,98670.09078772325,-12800.202951127845
27.865062211599998,-0.04749305550000216,62.3324722636165,0.0,7047.934499701471,0.25,101046.4398219657,-12533.313837828944
27.8462938783,-0.01876833329999883,62.29048862812441,0.0,7835.356668497024,0.25,103411.85169122623,-12124.219701701124
27.7862272116,-0.06006666669999916,62.156123098716506,0.0,6646.347336133836,0.25,99574.71109283857,-12674.38614085648
27.7751202672,-0.011106944400001595,62.13127753051037,0.0,7999.014298901171,0.25,104047.3971991726,-12070.535848772644
27.776457489400002,0.0013372222000036516,62.13426881633845,0.0,8345.600621540867,0.25,105480.64755237864,-11982.305801204846
27.749436656100002,-0.027020833299999936,62.073824833496346,0.0,7539.53752025301,0.25,102342.98001789248,-12244.470237656802
27.7743933227,0.024956666599997845,62.12965139928054,0.0,9000.152885807991,0.25,108289.74809661799,-11840.025608044652
27.8823472116,0.10795388889999913,62.37113777151651,0.0,11393.644129543658,0.25,,-11318.8217953909
28.040447211500002,0.15809999990000279,62.72479798529282,0.0,12929.97805537318,0.25,,-11082.991060905932
28.2414224892,0.20097527769999957,63.174367622991056,0.0,14318.007039395094,0.25,132178.75653578428,-11007.670963851402
28.382973044699998,0.14155055549999673,63.491007722611215,0.0,12763.26695609135,0.25,,-11345.898040321033
28.5627577669,0.17978472220000086,63.89317535908929,0.0,14013.46378215925,0.25,131091.06202034873,-11174.908154938546
28.760539155700002,0.19778138880000284,64.33560045895156,0.0,14714.218515443941,0.25,134422.18545251683,-11084.227883965366
28.927796655599998,0.16725749989999628,64.70974545077786,0.0,13990.487817100102,0.25,131310.6911336786,-11294.561368829545
29.0760041556,0.1482075000000016,65.04127673582786,0.0,13574.228522453004,0.25,129495.4694539546,-11404.10470002273
29.2315716555,0.15556749990000185,65.38927189905418,0.0,13931.942907163024,0.25,131109.2010010254,-11329.16579749438
29.481228599899996,0.24965694439999453,65.9477395042603,0.0,16938.733739926054,0.25,145214.20911797552,-10894.457415538996
