time(s),speed(m/s),grade
0,14.5288,0.0198827412752
1,13.500608,0.0198827412752
2,11.39952,0.0198827412752
3,9.2939616,0.0198827412752
4,5.8964576,0.0198827412752
5,2.9906976,0.0198827412752
6,2.06243736968,0.0198827412752
7,2.9459936,0.0198827412752
8,4.738624,0.0198827412752
9,5.81152,0.0208170248663
10,7.1034656,0.0234030310653
11,8.761984,0.0257151718256
12,10.28192,0.0280429889704
13,11.712448,0.0308450523138
14,12.96416,0.0333584248521
15,13.9878816,0.0359788278351
16,15.065248,0.0379074117354
17,16.182848,0.0395574623696
18,17.0277536,0.0400865860813
19,17.2512736,0.0399254176453
20,16.942816,0.0388764172657
21,16.4466016,0.038026552822
22,16.1676481232,0.0375719269263
23,16.0923980575,0.0362345918552
24,16.09344,0.0330937118667
25,16.09344,0.0266569801211
26,16.182848,0.0184646519952
27,16.31696,0.00875773922847
28,16.272256,-0.0013412605472
29,16.09344,-0.00973265980511
30,15.9995616,-0.0178311633048
31,16.182848,-0.0214643466484
32,16.629888,-0.0221117518987
33,17.1171616,-0.0196444174277
34,17.6983136,-0.0136815044185
35,17.971008,-0.00424289259264
36,17.971008,0.00523921827711
37,18.0112416,0.0123316612913
38,18.2347616,0.0186301452457
39,18.4582816,0.0233429209293
40,18.6818016,0.0267122907125
41,18.954496,0.0284474982862
42,19.312128,0.0287242964329
43,19.7099936,0.0282254451557
44,20.072096,0.0278070094729
45,20.3805536,0.0271887119721
46,20.206208,0.0261099872157
47,19.9335136,0.024577545307
48,19.625056,0.0226933203255
49,19.2629536,0.0207407566554
50,18.954496,0.0183039675523
51,18.6818016,0.0166330843204
52,18.418048,0.0158059790501
53,18.194528,0.0163787780222
54,17.8816,0.0186524087713
55,17.613376,0.0220538770002
56,17.2512736,0.0253330981573
57,16.942816,0.0292515995302
58,16.54048,0.0324206487374
59,16.3571936,0.0339892337262
60,16.272256,0.0347561006891
61,16.182848,0.0347312053742
62,16.09344,0.0332066614919
63,15.959328,0.0284828717647
64,15.6866336,0.0214730660369
65,15.3290016,0.0111420816239
66,15.0160736,-0.0015807721559
67,14.707616,-0.0138960113367
68,14.8819616,-0.023462962849
69,15.1054816,-0.0296599434558
70,15.288768,-0.032855155354
71,15.512288,-0.0342243752978
72,15.825216,-0.0347616406869
73,16.4466016,-0.0346523081077
74,16.98752,-0.0339975948453
75,17.523968,-0.0330816783322
76,18.10512,-0.0319388467515
77,18.77568,-0.0310294038787
78,19.312128,-0.0304545578645
79,19.66976,-0.0298493150382
80,19.89328,-0.0288651279457
81,19.982688,-0.0274297439076
82,20.1168,-0.0255701449561
83,20.4699616,-0.0237047709786
84,20.429728,-0.0215994129328
85,20.519136,-0.0186854855587
86,20.2464416,-0.0141388937601
87,20.0229216,-0.00724906248612
