,Unnamed: 0,time(s),SOC,Speed(m/s),Speed(mph),Acceleration(mph/s),tracpower(watt),VSP,cum_elec(J),elec_energy(J),road_grade(rad),torque_demand(Nm),ess_current,ess_volt,mot_command,mot_torque(Nm),mot_speed(rad/s),veh_weight,battery_size(kWh),SOC_max,SOC_min,road_type
0,0,0.0,0.45916,24.180393600000002,54.090089659600004,0.0,13299029.4184,5858603.26801,0.0,,0.0292285519521,165760.79344,0.0,740.87951912,0.0,0.0,0.0,2270,101.17700712000001,0.99,0.04,1
1,1,0.1,0.459159893521,24.17637024,54.0810896447,-0.09000014918399998,4335834.2641,1910059.1471799999,48.4342868795,48.4342868795,0.029121983841800002,54051.3830777,0.653740403698,740.6770693330001,0.0,0.0,0.0,2270,101.17700712000001,0.99,0.04,1
2,2,0.2,0.45915976041699996,24.17234688,54.0720896297,-0.09000014918399998,4334322.75001,1909393.2819400001,96.8686008419,48.4343139624,0.029015415731500002,54041.5336709,0.653740781275,740.676641546,0.557072125486,0.0,0.0,2270,101.17700712000001,0.99,0.04,1
3,3,0.3,0.459159265039,24.16832352,54.06308961479999,-0.0900001491841,4282849.38325,1886717.78998,720.0354293810001,623.166828539,0.0289088476211,53408.6390984,8.41117719883,738.6676407960001,0.557072125486,436.23598736300005,7.67851619737,2270,101.17700712000001,0.99,0.04,1
4,4,0.4,0.459156606215,24.16430016,54.054089599899996,-0.09000014918389998,4201919.54919,1851065.8807,2345.17827771,1625.14284833,0.0288022795108,52408.140097,21.935329140100002,734.5189933519999,0.557072125486,495.275968901,19.8874528576,2270,101.17700712000001,0.99,0.04,1
5,5,0.5,0.459151132407,24.160276800000002,54.045089585,-0.0900001491841,3981197.3916599997,1753831.45007,5025.75592339,2680.57764567,0.0286957114005,49663.4677993,36.181064009800004,730.113408392,0.557072125486,503.26641334199996,33.1106398119,2270,101.17700712000001,0.99,0.04,1
6,6,0.6,0.459142726283,24.15625344,54.0360895701,-0.09000014918389998,3894066.40865,1715447.7571100001,8789.39144601,3763.63552262,0.0285891432902,48584.6425917,50.79968347770001,725.573299301,0.557072125486,504.347836485,46.7256097097,2270,101.17700712000001,0.99,0.04,1
7,7,0.7,0.45913144087800006,24.15223008,54.02708955520001,-0.0900001491841,3807650.20967,1677378.9469899999,13401.0058096,4611.614363600001,0.0284825751799,47514.377503300006,62.2453778888,721.8264791639999,0.557072125486,504.494195804,60.389349547200005,2270,101.17700712000001,0.99,0.04,1
8,8,0.8,0.45911811504100003,24.14820672,54.0180895402,-0.09000014918389998,3720018.6681699995,1638774.74369,18692.281572599997,5291.27576304,0.0283760070695,46428.5874041,71.419255803,718.9503945160001,0.557072125486,504.514004009,74.08630329520001,2270,101.17700712000001,0.99,0.04,1
9,9,0.9,0.45910291543399995,24.14418336,54.0090895253,-0.0900001491841,3631883.1303,1599948.51555,24669.3018359,5977.02026326,0.0282694389592,45336.1441392,80.6752954986,716.04284774,0.557072125486,504.51668484199996,87.79365218139999,2270,101.17700712000001,0.99,0.04,1
10,10,1.0,0.45908582539,24.14016,54.0000895104,-0.09000014918389998,3544178.3892800002,1561312.0657600001,31338.2079751,6668.90613924,0.028162870848900002,44248.7151825,90.0142914643,713.10381525,0.557072125486,504.517047665,101.506792874,2270,101.17700712000001,0.99,0.04,1
11,11,1.1,0.45906680783,24.1356896,53.9900894938,-0.10000016576,3456435.0357199996,1522658.60604,38735.010043199996,7396.80206809,0.0280236820953,43161.2409503,99.8394089185,710.024845534,0.557072125486,504.51709676900003,115.220510263,2270,101.17700712000001,0.99,0.04,1
12,12,1.2,0.459045766023,24.131219199999997,53.9800894772,-0.10000016576,3368754.67784,1484032.8977299999,46874.5355012,8139.52545799,0.027884493341799998,42074.150587000004,109.86474508,706.8586729589999,0.556656695463,504.44601287300003,128.929338459,2270,101.17700712000001,0.99,0.04,1
13,13,1.3,0.45902268964500004,24.1267488,53.970089460699995,-0.10000016576,3281217.7458099998,1445470.3726,55748.242782099995,8873.70728086,0.027745304588200004,40988.4490266,119.77488151200001,703.71840635,0.5553649084350001,503.57014228599996,142.620477893,2270,101.17700712000001,0.99,0.04,1
14,14,1.4,0.458997599188,24.1222784,53.9600894441,-0.10000016576,3193912.46416,1407009.89611,65353.7722627,9605.52948062,0.0276061158347,39905.2393323,129.653267585,700.585193256,0.554075985991,502.441333804,156.279879157,2270,101.17700712000001,0.99,0.04,1
