VSP_w,eng_on,mot_control,HVAC_adjust_rate,t_value,delta_elec_energy_rate
52000,0,1,1.171296294,688.2055918,585.648147
53000,0,1,1.171296294,688.2055918,585.648147
54000,0,1,1.171296294,688.2055918,585.648147
55000,0,1,1.171296294,688.2055918,585.648147
56000,0,1,1.171296294,688.2055918,585.648147
57000,0,1,1.171296294,688.2055918,585.648147
58000,0,1,1.171296294,688.2055918,585.648147
59000,0,1,1.171296294,688.2055918,585.648147
60000,0,1,1.171296294,688.2055918,585.648147
19000,1,1,0.116719128,16.28090206,58.359564
18000,1,1,0.116719128,16.28090206,58.359564
17000,1,1,0.116719128,16.28090206,58.359564
20000,1,1,0.116719128,16.28090206,58.359564
21000,1,1,0.116719128,16.28090206,58.359564
22000,1,1,0.116719128,16.28090206,58.359564
23000,1,1,0.116719128,16.28090206,58.359564
24000,1,1,0.116719128,16.28090206,58.359564
25000,1,1,0.116719128,16.28090206,58.359564
26000,1,1,0.116719128,16.28090206,58.359564
27000,1,1,0.116719128,16.28090206,58.359564
28000,1,1,0.116719128,16.28090206,58.359564
29000,1,1,0.116719128,16.28090206,58.359564
30000,1,1,0.116719128,16.28090206,58.359564
31000,1,1,0.116719128,16.28090206,58.359564
32000,1,1,0.116719128,16.28090206,58.359564
33000,1,1,0.116719128,16.28090206,58.359564
34000,1,1,0.116719128,16.28090206,58.359564
35000,1,1,0.116719128,16.28090206,58.359564
36000,1,1,0.116719128,16.28090206,58.359564
37000,1,1,0.116719128,16.28090206,58.359564
38000,1,1,0.116719128,16.28090206,58.359564
39000,1,1,0.116719128,16.28090206,58.359564
40000,1,1,0.116719128,16.28090206,58.359564
41000,1,1,0.116719128,16.28090206,58.359564
42000,1,1,0.116719128,16.28090206,58.359564
43000,1,1,0.116719128,16.28090206,58.359564
44000,1,1,0.116719128,16.28090206,58.359564
45000,1,1,0.116719128,16.28090206,58.359564
46000,1,1,0.116719128,16.28090206,58.359564
47000,1,1,0.116719128,16.28090206,58.359564
48000,1,1,0.116719128,16.28090206,58.359564
49000,1,1,0.116719128,16.28090206,58.359564
50000,1,1,0.116719128,16.28090206,58.359564
51000,1,1,0.116719128,16.28090206,58.359564
52000,1,1,0.116719128,16.28090206,58.359564
53000,1,1,0.116719128,16.28090206,58.359564
54000,1,1,0.116719128,16.28090206,58.359564
55000,1,1,0.116719128,16.28090206,58.359564
56000,1,1,0.116719128,16.28090206,58.359564
57000,1,1,0.116719128,16.28090206,58.359564
58000,1,1,0.116719128,16.28090206,58.359564
59000,1,1,0.116719128,16.28090206,58.359564
60000,1,1,0.116719128,16.28090206,58.359564
19000,1,0,1.167517409,72.83605914,583.7587045
18000,1,0,1.167517409,72.83605914,583.7587045
17000,1,0,1.167517409,72.83605914,583.7587045
20000,1,0,1.167517409,72.83605914,583.7587045
21000,1,0,1.167517409,72.83605914,583.7587045
22000,1,0,1.167517409,72.83605914,583.7587045
23000,1,0,1.167517409,72.83605914,583.7587045
24000,1,0,1.167517409,72.83605914,583.7587045
25000,1,0,1.167517409,72.83605914,583.7587045
26000,1,0,1.167517409,72.83605914,583.7587045
27000,1,0,1.167517409,72.83605914,583.7587045
28000,1,0,1.167517409,72.83605914,583.7587045
29000,1,0,1.167517409,72.83605914,583.7587045
30000,1,0,1.167517409,72.83605914,583.7587045
31000,1,0,1.167517409,72.83605914,583.7587045
32000,1,0,1.167517409,72.83605914,583.7587045
33000,1,0,1.167517409,72.83605914,583.7587045
34000,1,0,1.167517409,72.83605914,583.7587045
35000,1,0,1.167517409,72.83605914,583.7587045
36000,1,0,1.167517409,72.83605914,583.7587045
37000,1,0,1.167517409,72.83605914,583.7587045
38000,1,0,1.167517409,72.83605914,583.7587045
39000,1,0,1.167517409,72.83605914,583.7587045
40000,1,0,1.167517409,72.83605914,583.7587045
41000,1,0,1.167517409,72.83605914,583.7587045
42000,1,0,1.167517409,72.83605914,583.7587045
43000,1,0,1.167517409,72.83605914,583.7587045
44000,1,0,1.167517409,72.83605914,583.7587045
45000,1,0,1.167517409,72.83605914,583.7587045
46000,1,0,1.167517409,72.83605914,583.7587045
47000,1,0,1.167517409,72.83605914,583.7587045
48000,1,0,1.167517409,72.83605914,583.7587045
49000,1,0,1.167517409,72.83605914,583.7587045
50000,1,0,1.167517409,72.83605914,583.7587045
51000,1,0,1.167517409,72.83605914,583.7587045
52000,1,0,1.167517409,72.83605914,583.7587045
53000,1,0,1.167517409,72.83605914,583.7587045
54000,1,0,1.167517409,72.83605914,583.7587045
55000,1,0,1.167517409,72.83605914,583.7587045
56000,1,0,1.167517409,72.83605914,583.7587045
57000,1,0,1.167517409,72.83605914,583.7587045
58000,1,0,1.167517409,72.83605914,583.7587045
59000,1,0,1.167517409,72.83605914,583.7587045
60000,1,0,1.167517409,72.83605914,583.7587045
