VSP_w,eng_on,mot_control,HVAC_adjust_rate,t_value,delta_elec_energy_rate
60000,1,0,0.037590428,2.327360935,18.795214
19000,1,1,1.477497711,7.108072756,738.7488555
18000,1,1,1.477497711,7.108072756,738.7488555
17000,1,1,1.477497711,7.108072756,738.7488555
20000,1,1,1.477497711,7.108072756,738.7488555
21000,1,1,1.477497711,7.108072756,738.7488555
22000,1,1,1.477497711,7.108072756,738.7488555
23000,1,1,1.477497711,7.108072756,738.7488555
24000,1,1,1.477497711,7.108072756,738.7488555
25000,1,1,1.477497711,7.108072756,738.7488555
26000,1,1,1.477497711,7.108072756,738.7488555
27000,1,1,1.477497711,7.108072756,738.7488555
28000,1,1,1.477497711,7.108072756,738.7488555
29000,1,1,1.477497711,7.108072756,738.7488555
30000,1,1,1.477497711,7.108072756,738.7488555
31000,1,1,1.477497711,7.108072756,738.7488555
32000,1,1,1.477497711,7.108072756,738.7488555
33000,1,1,1.477497711,7.108072756,738.7488555
34000,1,1,1.477497711,7.108072756,738.7488555
35000,1,1,1.477497711,7.108072756,738.7488555
36000,1,1,1.477497711,7.108072756,738.7488555
37000,1,1,1.477497711,7.108072756,738.7488555
38000,1,1,1.477497711,7.108072756,738.7488555
39000,1,1,1.477497711,7.108072756,738.7488555
40000,1,1,1.477497711,7.108072756,738.7488555
41000,1,1,1.477497711,7.108072756,738.7488555
42000,1,1,1.477497711,7.108072756,738.7488555
43000,1,1,1.477497711,7.108072756,738.7488555
44000,1,1,1.477497711,7.108072756,738.7488555
45000,1,1,1.477497711,7.108072756,738.7488555
46000,1,1,1.477497711,7.108072756,738.7488555
47000,1,1,1.477497711,7.108072756,738.7488555
48000,1,1,1.477497711,7.108072756,738.7488555
49000,1,1,1.477497711,7.108072756,738.7488555
50000,1,1,1.477497711,7.108072756,738.7488555
51000,1,1,1.477497711,7.108072756,738.7488555
52000,1,1,1.477497711,7.108072756,738.7488555
53000,1,1,1.477497711,7.108072756,738.7488555
54000,1,1,1.477497711,7.108072756,738.7488555
55000,1,1,1.477497711,7.108072756,738.7488555
56000,1,1,1.477497711,7.108072756,738.7488555
57000,1,1,1.477497711,7.108072756,738.7488555
58000,1,1,1.477497711,7.108072756,738.7488555
59000,1,1,1.477497711,7.108072756,738.7488555
60000,1,1,1.477497711,7.108072756,738.7488555
