VSP_w,mot_control,HVAC_adjust_rate,t_value,delta_fuel_energy_rate
55000,0,1.586300885,23.51825795,793.1504425
56000,0,1.586300885,23.51825795,793.1504425
57000,0,1.586300885,23.51825795,793.1504425
58000,0,1.586300885,23.51825795,793.1504425
59000,0,1.586300885,23.51825795,793.1504425
60000,0,1.586300885,23.51825795,793.1504425
19000,1,2.889615544,33.73960954,1444.807772
18000,1,2.889615544,33.73960954,1444.807772
17000,1,2.889615544,33.73960954,1444.807772
20000,1,2.889615544,33.73960954,1444.807772
21000,1,2.889615544,33.73960954,1444.807772
22000,1,2.889615544,33.73960954,1444.807772
23000,1,2.889615544,33.73960954,1444.807772
24000,1,2.889615544,33.73960954,1444.807772
25000,1,2.889615544,33.73960954,1444.807772
26000,1,2.889615544,33.73960954,1444.807772
27000,1,2.889615544,33.73960954,1444.807772
28000,1,2.889615544,33.73960954,1444.807772
29000,1,2.889615544,33.73960954,1444.807772
30000,1,2.889615544,33.73960954,1444.807772
31000,1,2.889615544,33.73960954,1444.807772
32000,1,2.889615544,33.73960954,1444.807772
33000,1,2.889615544,33.73960954,1444.807772
34000,1,2.889615544,33.73960954,1444.807772
35000,1,2.889615544,33.73960954,1444.807772
36000,1,2.889615544,33.73960954,1444.807772
37000,1,2.889615544,33.73960954,1444.807772
38000,1,2.889615544,33.73960954,1444.807772
39000,1,2.889615544,33.73960954,1444.807772
40000,1,2.889615544,33.73960954,1444.807772
41000,1,2.889615544,33.73960954,1444.807772
42000,1,2.889615544,33.73960954,1444.807772
43000,1,2.889615544,33.73960954,1444.807772
44000,1,2.889615544,33.73960954,1444.807772
45000,1,2.889615544,33.73960954,1444.807772
46000,1,2.889615544,33.73960954,1444.807772
47000,1,2.889615544,33.73960954,1444.807772
48000,1,2.889615544,33.73960954,1444.807772
49000,1,2.889615544,33.73960954,1444.807772
50000,1,2.889615544,33.73960954,1444.807772
51000,1,2.889615544,33.73960954,1444.807772
52000,1,2.889615544,33.73960954,1444.807772
53000,1,2.889615544,33.73960954,1444.807772
54000,1,2.889615544,33.73960954,1444.807772
55000,1,2.889615544,33.73960954,1444.807772
56000,1,2.889615544,33.73960954,1444.807772
57000,1,2.889615544,33.73960954,1444.807772
58000,1,2.889615544,33.73960954,1444.807772
59000,1,2.889615544,33.73960954,1444.807772
60000,1,2.889615544,33.73960954,1444.807772
